COUNTRY,COUNTRY_CODE,death_cause,total_deaths
"Saint Lucia",LCA,ALCOHOL_DEATHS,136
"Saint Vincent and the Grenadines",VCT,ALCOHOL_DEATHS,123
Samoa,WSM,ALCOHOL_DEATHS,40
"San Marino",SMR,ALCOHOL_DEATHS,0
"Sao Tome and Principe",STP,ALCOHOL_DEATHS,27
"Saudi Arabia",SAU,ALCOHOL_DEATHS,1465
Scotland,SCT,ALCOHOL_DEATHS,5615
Senegal,SEN,ALCOHOL_DEATHS,1410
Serbia,SRB,ALCOHOL_DEATHS,8409
Seychelles,SYC,ALCOHOL_DEATHS,20
"Sierra Leone",SLE,ALCOHOL_DEATHS,732
Singapore,SGP,ALCOHOL_DEATHS,199
Slovakia,SVK,ALCOHOL_DEATHS,3894
Slovenia,SVN,ALCOHOL_DEATHS,3362
"Solomon Islands",SLB,ALCOHOL_DEATHS,201
Somalia,SOM,ALCOHOL_DEATHS,2183
"South Africa",ZAF,ALCOHOL_DEATHS,11800
"South Korea",KOR,ALCOHOL_DEATHS,20451
"South Sudan",SSD,ALCOHOL_DEATHS,928
Spain,ESP,ALCOHOL_DEATHS,8596
"Sri Lanka",LKA,ALCOHOL_DEATHS,9974
Sudan,SDN,ALCOHOL_DEATHS,1732
Suriname,SUR,ALCOHOL_DEATHS,257
Sweden,SWE,ALCOHOL_DEATHS,8431
Switzerland,CHE,ALCOHOL_DEATHS,5322
Syria,SYR,ALCOHOL_DEATHS,1111
Taiwan,TWN,ALCOHOL_DEATHS,5930
Tajikistan,TJK,ALCOHOL_DEATHS,3342
Tanzania,TZA,ALCOHOL_DEATHS,5310
Thailand,THA,ALCOHOL_DEATHS,13385
Togo,TGO,ALCOHOL_DEATHS,794
Tokelau,TKL,ALCOHOL_DEATHS,0
Tonga,TON,ALCOHOL_DEATHS,20
"Trinidad and Tobago",TTO,ALCOHOL_DEATHS,530
Tunisia,TUN,ALCOHOL_DEATHS,604
Turkey,TUR,ALCOHOL_DEATHS,3768
Turkmenistan,TKM,ALCOHOL_DEATHS,4099
Tuvalu,TUV,ALCOHOL_DEATHS,0
Uganda,UGA,ALCOHOL_DEATHS,4061
Ukraine,UKR,ALCOHOL_DEATHS,195530
"United Arab Emirates",ARE,ALCOHOL_DEATHS,892
"United Kingdom",GBR,ALCOHOL_DEATHS,32180
"United States",USA,ALCOHOL_DEATHS,235559
"United States Virgin Islands",VIR,ALCOHOL_DEATHS,228
Uruguay,URY,ALCOHOL_DEATHS,1925
Uzbekistan,UZB,ALCOHOL_DEATHS,6255
Vanuatu,VUT,ALCOHOL_DEATHS,56
Venezuela,VEN,ALCOHOL_DEATHS,3441
Vietnam,VNM,ALCOHOL_DEATHS,15187
Wales,WLS,ALCOHOL_DEATHS,1734
Yemen,YEM,ALCOHOL_DEATHS,1189
Zambia,ZMB,ALCOHOL_DEATHS,2012
Zimbabwe,ZWE,ALCOHOL_DEATHS,899
Afghanistan,AFG,DIARRHEAL_DEATHS,161786
Albania,ALB,DIARRHEAL_DEATHS,168
Algeria,DZA,DIARRHEAL_DEATHS,14583
"American Samoa",ASM,DIARRHEAL_DEATHS,59
Andorra,AND,DIARRHEAL_DEATHS,16
Angola,AGO,DIARRHEAL_DEATHS,442155
"Antigua and Barbuda",ATG,DIARRHEAL_DEATHS,35
Argentina,ARG,DIARRHEAL_DEATHS,14458
Armenia,ARM,DIARRHEAL_DEATHS,670
Australia,AUS,DIARRHEAL_DEATHS,3329
Austria,AUT,DIARRHEAL_DEATHS,1448
Azerbaijan,AZE,DIARRHEAL_DEATHS,5333
Bahamas,BHS,DIARRHEAL_DEATHS,80
Bahrain,BHR,DIARRHEAL_DEATHS,184
Bangladesh,BGD,DIARRHEAL_DEATHS,724228
Barbados,BRB,DIARRHEAL_DEATHS,93
Belarus,BLR,DIARRHEAL_DEATHS,325
Belgium,BEL,DIARRHEAL_DEATHS,13697
Belize,BLZ,DIARRHEAL_DEATHS,237
Benin,BEN,DIARRHEAL_DEATHS,121827
Bermuda,BMU,DIARRHEAL_DEATHS,1
Bhutan,BTN,DIARRHEAL_DEATHS,3221
Bolivia,BOL,DIARRHEAL_DEATHS,20635
"Bosnia and Herzegovina",BIH,DIARRHEAL_DEATHS,168
Botswana,BWA,DIARRHEAL_DEATHS,15112
Brazil,BRA,DIARRHEAL_DEATHS,219129
Brunei,BRN,DIARRHEAL_DEATHS,47
Bulgaria,BGR,DIARRHEAL_DEATHS,557
"Burkina Faso",BFA,DIARRHEAL_DEATHS,330283
Burundi,BDI,DIARRHEAL_DEATHS,186308
Cambodia,KHM,DIARRHEAL_DEATHS,53970
Cameroon,CMR,DIARRHEAL_DEATHS,493380
Canada,CAN,DIARRHEAL_DEATHS,27826
"Cape Verde",CPV,DIARRHEAL_DEATHS,1396
"Central African Republic",CAF,DIARRHEAL_DEATHS,158464
Chad,TCD,DIARRHEAL_DEATHS,570892
Chile,CHL,DIARRHEAL_DEATHS,6467
China,CHN,DIARRHEAL_DEATHS,253748
Colombia,COL,DIARRHEAL_DEATHS,25248
Comoros,COM,DIARRHEAL_DEATHS,8075
Congo,COG,DIARRHEAL_DEATHS,62923
"Cook Islands",COK,DIARRHEAL_DEATHS,20
"Costa Rica",CRI,DIARRHEAL_DEATHS,2049
"Cote dIvoire",CIV,DIARRHEAL_DEATHS,215624
Croatia,HRV,DIARRHEAL_DEATHS,412
Cuba,CUB,DIARRHEAL_DEATHS,5478
Cyprus,CYP,DIARRHEAL_DEATHS,289
Czechia,CZE,DIARRHEAL_DEATHS,3493
"Democratic Republic of Congo",COD,DIARRHEAL_DEATHS,1207425
Denmark,DNK,DIARRHEAL_DEATHS,6010
Djibouti,DJI,DIARRHEAL_DEATHS,7897
Dominica,DMA,DIARRHEAL_DEATHS,42
"Dominican Republic",DOM,DIARRHEAL_DEATHS,16020
"East Timor",TLS,DIARRHEAL_DEATHS,5949
Ecuador,ECU,DIARRHEAL_DEATHS,14148
Egypt,EGY,DIARRHEAL_DEATHS,251410
"El Salvador",SLV,DIARRHEAL_DEATHS,8665
England,ENG,DIARRHEAL_DEATHS,27266
"Equatorial Guinea",GNQ,DIARRHEAL_DEATHS,5030
Eritrea,ERI,DIARRHEAL_DEATHS,100261
Estonia,EST,DIARRHEAL_DEATHS,47
Eswatini,SWZ,DIARRHEAL_DEATHS,13434
Ethiopia,ETH,DIARRHEAL_DEATHS,1373268
Fiji,FJI,DIARRHEAL_DEATHS,2183
Finland,FIN,DIARRHEAL_DEATHS,1194
France,FRA,DIARRHEAL_DEATHS,34687
Gabon,GAB,DIARRHEAL_DEATHS,8622
Gambia,GMB,DIARRHEAL_DEATHS,15214
Georgia,GEO,DIARRHEAL_DEATHS,527
Germany,DEU,DIARRHEAL_DEATHS,61322
Ghana,GHA,DIARRHEAL_DEATHS,168060
Greece,GRC,DIARRHEAL_DEATHS,502
Greenland,GRL,DIARRHEAL_DEATHS,20
Grenada,GRD,DIARRHEAL_DEATHS,29
Guam,GUM,DIARRHEAL_DEATHS,85
Guatemala,GTM,DIARRHEAL_DEATHS,76295
Guinea,GIN,DIARRHEAL_DEATHS,170319
GuineaBissau,GNB,DIARRHEAL_DEATHS,35061
Guyana,GUY,DIARRHEAL_DEATHS,1639
Haiti,HTI,DIARRHEAL_DEATHS,109630
Honduras,HND,DIARRHEAL_DEATHS,29586
Hungary,HUN,DIARRHEAL_DEATHS,3404
Iceland,ISL,DIARRHEAL_DEATHS,71
India,IND,DIARRHEAL_DEATHS,15838198
Indonesia,IDN,DIARRHEAL_DEATHS,1491451
Iran,IRN,DIARRHEAL_DEATHS,24556
Iraq,IRQ,DIARRHEAL_DEATHS,35345
Ireland,IRL,DIARRHEAL_DEATHS,700
Israel,ISR,DIARRHEAL_DEATHS,5372
Italy,ITA,DIARRHEAL_DEATHS,12139
Jamaica,JAM,DIARRHEAL_DEATHS,808
Japan,JPN,DIARRHEAL_DEATHS,54835
Jordan,JOR,DIARRHEAL_DEATHS,1350
Kazakhstan,KAZ,DIARRHEAL_DEATHS,3517
Kenya,KEN,DIARRHEAL_DEATHS,483698
Kiribati,KIR,DIARRHEAL_DEATHS,991
Kuwait,KWT,DIARRHEAL_DEATHS,111
Kyrgyzstan,KGZ,DIARRHEAL_DEATHS,4072
Laos,LAO,DIARRHEAL_DEATHS,40557
Latvia,LVA,DIARRHEAL_DEATHS,83
Lebanon,LBN,DIARRHEAL_DEATHS,1359
Lesotho,LSO,DIARRHEAL_DEATHS,38187
Liberia,LBR,DIARRHEAL_DEATHS,82079
Libya,LBY,DIARRHEAL_DEATHS,1662
Lithuania,LTU,DIARRHEAL_DEATHS,178
Luxembourg,LUX,DIARRHEAL_DEATHS,260
Madagascar,MDG,DIARRHEAL_DEATHS,426591
Malawi,MWI,DIARRHEAL_DEATHS,216893
Malaysia,MYS,DIARRHEAL_DEATHS,21548
Maldives,MDV,DIARRHEAL_DEATHS,250
Mali,MLI,DIARRHEAL_DEATHS,342245
Malta,MLT,DIARRHEAL_DEATHS,41
"Marshall Islands",MHL,DIARRHEAL_DEATHS,153
Mauritania,MRT,DIARRHEAL_DEATHS,53049
Mauritius,MUS,DIARRHEAL_DEATHS,545
Mexico,MEX,DIARRHEAL_DEATHS,107312
Micronesiacountry,FSM,DIARRHEAL_DEATHS,247
Moldova,MDA,DIARRHEAL_DEATHS,316
Monaco,MCO,DIARRHEAL_DEATHS,0
Mongolia,MNG,DIARRHEAL_DEATHS,1833
Montenegro,MNE,DIARRHEAL_DEATHS,20
Morocco,MAR,DIARRHEAL_DEATHS,64551
Mozambique,MOZ,DIARRHEAL_DEATHS,254793
Myanmar,MMR,DIARRHEAL_DEATHS,279302
Namibia,NAM,DIARRHEAL_DEATHS,17502
Nauru,NRU,DIARRHEAL_DEATHS,14
Nepal,NPL,DIARRHEAL_DEATHS,164682
Netherlands,NLD,DIARRHEAL_DEATHS,6857
"New Zealand",NZL,DIARRHEAL_DEATHS,1123
Nicaragua,NIC,DIARRHEAL_DEATHS,7589
Niger,NER,DIARRHEAL_DEATHS,644880
Nigeria,NGA,DIARRHEAL_DEATHS,4670449
Niue,NIU,DIARRHEAL_DEATHS,0
"North Korea",PRK,DIARRHEAL_DEATHS,9418
"North Macedonia",MKD,DIARRHEAL_DEATHS,232
"Northern Ireland",NIR,DIARRHEAL_DEATHS,745
"Northern Mariana Islands",MNP,DIARRHEAL_DEATHS,34
Norway,NOR,DIARRHEAL_DEATHS,5967
Oman,OMN,DIARRHEAL_DEATHS,699
Pakistan,PAK,DIARRHEAL_DEATHS,1915770
Palau,PLW,DIARRHEAL_DEATHS,21
Palestine,PSE,DIARRHEAL_DEATHS,891
Panama,PAN,DIARRHEAL_DEATHS,3887
"Papua New Guinea",PNG,DIARRHEAL_DEATHS,61276
Paraguay,PRY,DIARRHEAL_DEATHS,5620
Peru,PER,DIARRHEAL_DEATHS,27816
Philippines,PHL,DIARRHEAL_DEATHS,216661
Poland,POL,DIARRHEAL_DEATHS,3105
Portugal,PRT,DIARRHEAL_DEATHS,2969
"Puerto Rico",PRI,DIARRHEAL_DEATHS,1625
Qatar,QAT,DIARRHEAL_DEATHS,81
Romania,ROU,DIARRHEAL_DEATHS,1915
Russia,RUS,DIARRHEAL_DEATHS,12831
Rwanda,RWA,DIARRHEAL_DEATHS,138412
"Saint Kitts and Nevis",KNA,DIARRHEAL_DEATHS,53
"Saint Lucia",LCA,DIARRHEAL_DEATHS,82
"Saint Vincent and the Grenadines",VCT,DIARRHEAL_DEATHS,84
Samoa,WSM,DIARRHEAL_DEATHS,227
"San Marino",SMR,DIARRHEAL_DEATHS,0
"Sao Tome and Principe",STP,DIARRHEAL_DEATHS,659
"Saudi Arabia",SAU,DIARRHEAL_DEATHS,8851
Scotland,SCT,DIARRHEAL_DEATHS,2819
Senegal,SEN,DIARRHEAL_DEATHS,166618
Serbia,SRB,DIARRHEAL_DEATHS,624
Seychelles,SYC,DIARRHEAL_DEATHS,101
"Sierra Leone",SLE,DIARRHEAL_DEATHS,94387
Singapore,SGP,DIARRHEAL_DEATHS,463
Slovakia,SVK,DIARRHEAL_DEATHS,335
Slovenia,SVN,DIARRHEAL_DEATHS,97
"Solomon Islands",SLB,DIARRHEAL_DEATHS,5634
Somalia,SOM,DIARRHEAL_DEATHS,349215
"South Africa",ZAF,DIARRHEAL_DEATHS,375341
"South Korea",KOR,DIARRHEAL_DEATHS,12859
"South Sudan",SSD,DIARRHEAL_DEATHS,155969
Spain,ESP,DIARRHEAL_DEATHS,17146
"Sri Lanka",LKA,DIARRHEAL_DEATHS,25294
Sudan,SDN,DIARRHEAL_DEATHS,316979
Suriname,SUR,DIARRHEAL_DEATHS,848
Sweden,SWE,DIARRHEAL_DEATHS,10889
Switzerland,CHE,DIARRHEAL_DEATHS,3444
Syria,SYR,DIARRHEAL_DEATHS,3998
Taiwan,TWN,DIARRHEAL_DEATHS,1591
Tajikistan,TJK,DIARRHEAL_DEATHS,28841
Tanzania,TZA,DIARRHEAL_DEATHS,404187
Thailand,THA,DIARRHEAL_DEATHS,107431
Togo,TGO,DIARRHEAL_DEATHS,150976
Tokelau,TKL,DIARRHEAL_DEATHS,0
Tonga,TON,DIARRHEAL_DEATHS,65
"Trinidad and Tobago",TTO,DIARRHEAL_DEATHS,528
Tunisia,TUN,DIARRHEAL_DEATHS,2511
Turkey,TUR,DIARRHEAL_DEATHS,23752
Turkmenistan,TKM,DIARRHEAL_DEATHS,4943
Tuvalu,TUV,DIARRHEAL_DEATHS,27
Uganda,UGA,DIARRHEAL_DEATHS,275838
Ukraine,UKR,DIARRHEAL_DEATHS,1687
"United Arab Emirates",ARE,DIARRHEAL_DEATHS,777
"United Kingdom",GBR,DIARRHEAL_DEATHS,32672
"United States",USA,DIARRHEAL_DEATHS,186891
"United States Virgin Islands",VIR,DIARRHEAL_DEATHS,20
Uruguay,URY,DIARRHEAL_DEATHS,2829
Uzbekistan,UZB,DIARRHEAL_DEATHS,6407
Vanuatu,VUT,DIARRHEAL_DEATHS,1307
Venezuela,VEN,DIARRHEAL_DEATHS,31012
Vietnam,VNM,DIARRHEAL_DEATHS,48659
Wales,WLS,DIARRHEAL_DEATHS,1843
Yemen,YEM,DIARRHEAL_DEATHS,227478
Zambia,ZMB,DIARRHEAL_DEATHS,212319
Zimbabwe,ZWE,DIARRHEAL_DEATHS,103148
Afghanistan,AFG,NEOPLASM_DEATHS,340950
Albania,ALB,NEOPLASM_DEATHS,75308
Algeria,DZA,NEOPLASM_DEATHS,352651
"American Samoa",ASM,NEOPLASM_DEATHS,1114
Andorra,AND,NEOPLASM_DEATHS,3771
Angola,AGO,NEOPLASM_DEATHS,181735
"Antigua and Barbuda",ATG,NEOPLASM_DEATHS,2194
Argentina,ARG,NEOPLASM_DEATHS,1500033
Armenia,ARM,NEOPLASM_DEATHS,109103
Australia,AUS,NEOPLASM_DEATHS,879729
Austria,AUT,NEOPLASM_DEATHS,418918
Azerbaijan,AZE,NEOPLASM_DEATHS,190539
Bahamas,BHS,NEOPLASM_DEATHS,8806
Bahrain,BHR,NEOPLASM_DEATHS,10243
Bangladesh,BGD,NEOPLASM_DEATHS,1526411
Barbados,BRB,NEOPLASM_DEATHS,13019
Belarus,BLR,NEOPLASM_DEATHS,407534
Belgium,BEL,NEOPLASM_DEATHS,618398
Belize,BLZ,NEOPLASM_DEATHS,4214
Benin,BEN,NEOPLASM_DEATHS,77810
Bermuda,BMU,NEOPLASM_DEATHS,2933
Bhutan,BTN,NEOPLASM_DEATHS,7266
Bolivia,BOL,NEOPLASM_DEATHS,209864
"Bosnia and Herzegovina",BIH,NEOPLASM_DEATHS,173235
Botswana,BWA,NEOPLASM_DEATHS,32141
Brazil,BRA,NEOPLASM_DEATHS,4248756
Brunei,BRN,NEOPLASM_DEATHS,7346
Bulgaria,BGR,NEOPLASM_DEATHS,406744
"Burkina Faso",BFA,NEOPLASM_DEATHS,141432
Burundi,BDI,NEOPLASM_DEATHS,82550
Cambodia,KHM,NEOPLASM_DEATHS,209947
Cameroon,CMR,NEOPLASM_DEATHS,207850
Canada,CAN,NEOPLASM_DEATHS,1526043
"Cape Verde",CPV,NEOPLASM_DEATHS,9585
"Central African Republic",CAF,NEOPLASM_DEATHS,45675
Chad,TCD,NEOPLASM_DEATHS,94428
Chile,CHL,NEOPLASM_DEATHS,503113
China,CHN,NEOPLASM_DEATHS,44928310
Colombia,COL,NEOPLASM_DEATHS,777321
Comoros,COM,NEOPLASM_DEATHS,8557
Congo,COG,NEOPLASM_DEATHS,49594
"Cook Islands",COK,NEOPLASM_DEATHS,520
"Costa Rica",CRI,NEOPLASM_DEATHS,88394
"Cote dIvoire",CIV,NEOPLASM_DEATHS,180966
Croatia,HRV,NEOPLASM_DEATHS,264601
Cuba,CUB,NEOPLASM_DEATHS,449684
Cyprus,CYP,NEOPLASM_DEATHS,34830
Czechia,CZE,NEOPLASM_DEATHS,585120
"Democratic Republic of Congo",COD,NEOPLASM_DEATHS,558502
Denmark,DNK,NEOPLASM_DEATHS,345933
Djibouti,DJI,NEOPLASM_DEATHS,9774
Dominica,DMA,NEOPLASM_DEATHS,3299
"Dominican Republic",DOM,NEOPLASM_DEATHS,164616
"East Timor",TLS,NEOPLASM_DEATHS,11431
Ecuador,ECU,NEOPLASM_DEATHS,272992
Egypt,EGY,NEOPLASM_DEATHS,895343
"El Salvador",SLV,NEOPLASM_DEATHS,96361
England,ENG,NEOPLASM_DEATHS,2869849
"Equatorial Guinea",GNQ,NEOPLASM_DEATHS,8210
Eritrea,ERI,NEOPLASM_DEATHS,55889
Estonia,EST,NEOPLASM_DEATHS,74610
Eswatini,SWZ,NEOPLASM_DEATHS,17973
Ethiopia,ETH,NEOPLASM_DEATHS,641091
Fiji,FJI,NEOPLASM_DEATHS,12671
Finland,FIN,NEOPLASM_DEATHS,250807
France,FRA,NEOPLASM_DEATHS,3530679
Gabon,GAB,NEOPLASM_DEATHS,23233
Gambia,GMB,NEOPLASM_DEATHS,15312
Georgia,GEO,NEOPLASM_DEATHS,154198
Germany,DEU,NEOPLASM_DEATHS,5193545
Ghana,GHA,NEOPLASM_DEATHS,274569
Greece,GRC,NEOPLASM_DEATHS,637664
Greenland,GRL,NEOPLASM_DEATHS,2755
Grenada,GRD,NEOPLASM_DEATHS,3126
Guam,GUM,NEOPLASM_DEATHS,3107
Guatemala,GTM,NEOPLASM_DEATHS,196257
Guinea,GIN,NEOPLASM_DEATHS,148956
GuineaBissau,GNB,NEOPLASM_DEATHS,15986
Guyana,GUY,NEOPLASM_DEATHS,13250
Haiti,HTI,NEOPLASM_DEATHS,167394
Honduras,HND,NEOPLASM_DEATHS,108231
Hungary,HUN,NEOPLASM_DEATHS,704250
Iceland,ISL,NEOPLASM_DEATHS,11588
India,IND,NEOPLASM_DEATHS,13463766
Indonesia,IDN,NEOPLASM_DEATHS,3551498
Iran,IRN,NEOPLASM_DEATHS,951821
Iraq,IRQ,NEOPLASM_DEATHS,328795
Ireland,IRL,NEOPLASM_DEATHS,176839
Israel,ISR,NEOPLASM_DEATHS,242349
Italy,ITA,NEOPLASM_DEATHS,3577020
Jamaica,JAM,NEOPLASM_DEATHS,72673
Japan,JPN,NEOPLASM_DEATHS,7728363
Jordan,JOR,NEOPLASM_DEATHS,65785
Kazakhstan,KAZ,NEOPLASM_DEATHS,416337
Kenya,KEN,NEOPLASM_DEATHS,328284
Kiribati,KIR,NEOPLASM_DEATHS,2111
Kuwait,KWT,NEOPLASM_DEATHS,21224
Kyrgyzstan,KGZ,NEOPLASM_DEATHS,73290
Laos,LAO,NEOPLASM_DEATHS,79419
Latvia,LVA,NEOPLASM_DEATHS,118483
Lebanon,LBN,NEOPLASM_DEATHS,118592
Lesotho,LSO,NEOPLASM_DEATHS,38728
Liberia,LBR,NEOPLASM_DEATHS,31892
Libya,LBY,NEOPLASM_DEATHS,76054
Lithuania,LTU,NEOPLASM_DEATHS,165860
Luxembourg,LUX,NEOPLASM_DEATHS,23313
Madagascar,MDG,NEOPLASM_DEATHS,167746
Malawi,MWI,NEOPLASM_DEATHS,162908
Malaysia,MYS,NEOPLASM_DEATHS,438218
Maldives,MDV,NEOPLASM_DEATHS,2974
Mali,MLI,NEOPLASM_DEATHS,141285
Malta,MLT,NEOPLASM_DEATHS,17118
"Marshall Islands",MHL,NEOPLASM_DEATHS,841
Mauritania,MRT,NEOPLASM_DEATHS,32300
Mauritius,MUS,NEOPLASM_DEATHS,23143
Mexico,MEX,NEOPLASM_DEATHS,1599589
Micronesiacountry,FSM,NEOPLASM_DEATHS,1902
Moldova,MDA,NEOPLASM_DEATHS,122170
Monaco,MCO,NEOPLASM_DEATHS,4245
Mongolia,MNG,NEOPLASM_DEATHS,87950
Montenegro,MNE,NEOPLASM_DEATHS,29877
Morocco,MAR,NEOPLASM_DEATHS,413228
Mozambique,MOZ,NEOPLASM_DEATHS,202487
Myanmar,MMR,NEOPLASM_DEATHS,894449
Namibia,NAM,NEOPLASM_DEATHS,24761
Nauru,NRU,NEOPLASM_DEATHS,152
Nepal,NPL,NEOPLASM_DEATHS,306582
Netherlands,NLD,NEOPLASM_DEATHS,949647
"New Zealand",NZL,NEOPLASM_DEATHS,175550
Nicaragua,NIC,NEOPLASM_DEATHS,67596
Niger,NER,NEOPLASM_DEATHS,97349
Nigeria,NGA,NEOPLASM_DEATHS,1235480
Niue,NIU,NEOPLASM_DEATHS,60
"North Korea",PRK,NEOPLASM_DEATHS,710519
"North Macedonia",MKD,NEOPLASM_DEATHS,95405
"Northern Ireland",NIR,NEOPLASM_DEATHS,87799
"Northern Mariana Islands",MNP,NEOPLASM_DEATHS,1241
Norway,NOR,NEOPLASM_DEATHS,237863
Oman,OMN,NEOPLASM_DEATHS,21793
Pakistan,PAK,NEOPLASM_DEATHS,2763337
Palau,PLW,NEOPLASM_DEATHS,581
Palestine,PSE,NEOPLASM_DEATHS,39925
Panama,PAN,NEOPLASM_DEATHS,60130
"Papua New Guinea",PNG,NEOPLASM_DEATHS,79847
Paraguay,PRY,NEOPLASM_DEATHS,92742
Peru,PER,NEOPLASM_DEATHS,527993
Philippines,PHL,NEOPLASM_DEATHS,1206675
Poland,POL,NEOPLASM_DEATHS,2171894
Portugal,PRT,NEOPLASM_DEATHS,571941
"Puerto Rico",PRI,NEOPLASM_DEATHS,120858
Qatar,QAT,NEOPLASM_DEATHS,9311
Romania,ROU,NEOPLASM_DEATHS,958211
Russia,RUS,NEOPLASM_DEATHS,6018407
Rwanda,RWA,NEOPLASM_DEATHS,103873
"Saint Kitts and Nevis",KNA,NEOPLASM_DEATHS,1494
"Saint Lucia",LCA,NEOPLASM_DEATHS,4412
"Saint Vincent and the Grenadines",VCT,NEOPLASM_DEATHS,3189
Samoa,WSM,NEOPLASM_DEATHS,2687
"San Marino",SMR,NEOPLASM_DEATHS,1989
"Sao Tome and Principe",STP,NEOPLASM_DEATHS,2268
"Saudi Arabia",SAU,NEOPLASM_DEATHS,184714
Scotland,SCT,NEOPLASM_DEATHS,346511
Senegal,SEN,NEOPLASM_DEATHS,122810
Serbia,SRB,NEOPLASM_DEATHS,535944
Seychelles,SYC,NEOPLASM_DEATHS,2827
"Sierra Leone",SLE,NEOPLASM_DEATHS,56728
Singapore,SGP,NEOPLASM_DEATHS,104988
Slovakia,SVK,NEOPLASM_DEATHS,246490
Slovenia,SVN,NEOPLASM_DEATHS,114118
"Solomon Islands",SLB,NEOPLASM_DEATHS,9347
Somalia,SOM,NEOPLASM_DEATHS,121596
"South Africa",ZAF,NEOPLASM_DEATHS,1000825
"South Korea",KOR,NEOPLASM_DEATHS,1627609
"South Sudan",SSD,NEOPLASM_DEATHS,70513
Spain,ESP,NEOPLASM_DEATHS,2213933
"Sri Lanka",LKA,NEOPLASM_DEATHS,302066
Sudan,SDN,NEOPLASM_DEATHS,265467
Suriname,SUR,NEOPLASM_DEATHS,10513
Sweden,SWE,NEOPLASM_DEATHS,486070
Switzerland,CHE,NEOPLASM_DEATHS,360198
Syria,SYR,NEOPLASM_DEATHS,144852
Taiwan,TWN,NEOPLASM_DEATHS,887833
Tajikistan,TJK,NEOPLASM_DEATHS,84841
Tanzania,TZA,NEOPLASM_DEATHS,471577
Thailand,THA,NEOPLASM_DEATHS,1772730
Togo,TGO,NEOPLASM_DEATHS,54173
Tokelau,TKL,NEOPLASM_DEATHS,29
Tonga,TON,NEOPLASM_DEATHS,2348
"Trinidad and Tobago",TTO,NEOPLASM_DEATHS,32575
Tunisia,TUN,NEOPLASM_DEATHS,155206
Turkey,TUR,NEOPLASM_DEATHS,1584982
Turkmenistan,TKM,NEOPLASM_DEATHS,55891
Tuvalu,TUV,NEOPLASM_DEATHS,240
Uganda,UGA,NEOPLASM_DEATHS,322472
Ukraine,UKR,NEOPLASM_DEATHS,1967242
"United Arab Emirates",ARE,NEOPLASM_DEATHS,54718
"United Kingdom",GBR,NEOPLASM_DEATHS,3493912
"United States",USA,NEOPLASM_DEATHS,13195497
"United States Virgin Islands",VIR,NEOPLASM_DEATHS,5279
Uruguay,URY,NEOPLASM_DEATHS,187128
Uzbekistan,UZB,NEOPLASM_DEATHS,358864
Vanuatu,VUT,NEOPLASM_DEATHS,3211
Venezuela,VEN,NEOPLASM_DEATHS,495992
Vietnam,VNM,NEOPLASM_DEATHS,1653527
Wales,WLS,NEOPLASM_DEATHS,189757
Yemen,YEM,NEOPLASM_DEATHS,182552
Zambia,ZMB,NEOPLASM_DEATHS,146243
Zimbabwe,ZWE,NEOPLASM_DEATHS,204224
Afghanistan,AFG,CONFLICT_DEATHS,225581
Albania,ALB,CONFLICT_DEATHS,71
Algeria,DZA,CONFLICT_DEATHS,11224
"American Samoa",ASM,CONFLICT_DEATHS,10
Andorra,AND,CONFLICT_DEATHS,0
Angola,AGO,CONFLICT_DEATHS,7460
"Antigua and Barbuda",ATG,CONFLICT_DEATHS,0
Argentina,ARG,CONFLICT_DEATHS,1
Armenia,ARM,CONFLICT_DEATHS,249
Australia,AUS,CONFLICT_DEATHS,39
Austria,AUT,CONFLICT_DEATHS,24
Azerbaijan,AZE,CONFLICT_DEATHS,499
Bahamas,BHS,CONFLICT_DEATHS,0
Bahrain,BHR,CONFLICT_DEATHS,42
Bangladesh,BGD,CONFLICT_DEATHS,2518
Barbados,BRB,CONFLICT_DEATHS,0
Belarus,BLR,CONFLICT_DEATHS,103
Belgium,BEL,CONFLICT_DEATHS,82
Belize,BLZ,CONFLICT_DEATHS,0
Benin,BEN,CONFLICT_DEATHS,31
Bermuda,BMU,CONFLICT_DEATHS,0
Bhutan,BTN,CONFLICT_DEATHS,9
Bolivia,BOL,CONFLICT_DEATHS,2
"Bosnia and Herzegovina",BIH,CONFLICT_DEATHS,9
Botswana,BWA,CONFLICT_DEATHS,1
Brazil,BRA,CONFLICT_DEATHS,261
Brunei,BRN,CONFLICT_DEATHS,0
Bulgaria,BGR,CONFLICT_DEATHS,37
"Burkina Faso",BFA,CONFLICT_DEATHS,1382
Burundi,BDI,CONFLICT_DEATHS,83446
Cambodia,KHM,CONFLICT_DEATHS,114
Cameroon,CMR,CONFLICT_DEATHS,6977
Canada,CAN,CONFLICT_DEATHS,172
"Cape Verde",CPV,CONFLICT_DEATHS,0
"Central African Republic",CAF,CONFLICT_DEATHS,14586
Chad,TCD,CONFLICT_DEATHS,7679
Chile,CHL,CONFLICT_DEATHS,4
China,CHN,CONFLICT_DEATHS,2494
Colombia,COL,CONFLICT_DEATHS,16498
Comoros,COM,CONFLICT_DEATHS,0
Congo,COG,CONFLICT_DEATHS,1061
"Cook Islands",COK,CONFLICT_DEATHS,0
"Costa Rica",CRI,CONFLICT_DEATHS,1
"Cote dIvoire",CIV,CONFLICT_DEATHS,5088
Croatia,HRV,CONFLICT_DEATHS,63
