COUNTRY,COUNTRY_CODE,death_cause,total_deaths
Canada,CAN,DRUGS_DEATHS,30723
"Cape Verde",CPV,DRUGS_DEATHS,19
"Central African Republic",CAF,DRUGS_DEATHS,213
Chad,TCD,DRUGS_DEATHS,191
Chile,CHL,DRUGS_DEATHS,986
China,CHN,DRUGS_DEATHS,275149
Colombia,COL,DRUGS_DEATHS,1742
Comoros,COM,DRUGS_DEATHS,25
Congo,COG,DRUGS_DEATHS,328
"Cook Islands",COK,DRUGS_DEATHS,0
"Costa Rica",CRI,DRUGS_DEATHS,335
"Cote dIvoire",CIV,DRUGS_DEATHS,624
Croatia,HRV,DRUGS_DEATHS,1566
Cuba,CUB,DRUGS_DEATHS,407
Cyprus,CYP,DRUGS_DEATHS,267
Czechia,CZE,DRUGS_DEATHS,1960
"Democratic Republic of Congo",COD,DRUGS_DEATHS,2663
Denmark,DNK,DRUGS_DEATHS,4016
Djibouti,DJI,DRUGS_DEATHS,34
Dominica,DMA,DRUGS_DEATHS,7
"Dominican Republic",DOM,DRUGS_DEATHS,552
"East Timor",TLS,DRUGS_DEATHS,24
Ecuador,ECU,DRUGS_DEATHS,961
Egypt,EGY,DRUGS_DEATHS,1087
"El Salvador",SLV,DRUGS_DEATHS,159
England,ENG,DRUGS_DEATHS,36542
"Equatorial Guinea",GNQ,DRUGS_DEATHS,47
Eritrea,ERI,DRUGS_DEATHS,215
Estonia,EST,DRUGS_DEATHS,1951
Eswatini,SWZ,DRUGS_DEATHS,79
Ethiopia,ETH,DRUGS_DEATHS,3095
Fiji,FJI,DRUGS_DEATHS,51
Finland,FIN,DRUGS_DEATHS,5312
France,FRA,DRUGS_DEATHS,27725
Gabon,GAB,DRUGS_DEATHS,148
Gambia,GMB,DRUGS_DEATHS,43
Georgia,GEO,DRUGS_DEATHS,377
Germany,DEU,DRUGS_DEATHS,28812
Ghana,GHA,DRUGS_DEATHS,766
Greece,GRC,DRUGS_DEATHS,5495
Greenland,GRL,DRUGS_DEATHS,37
Grenada,GRD,DRUGS_DEATHS,20
Guam,GUM,DRUGS_DEATHS,20
Guatemala,GTM,DRUGS_DEATHS,2181
Guinea,GIN,DRUGS_DEATHS,240
GuineaBissau,GNB,DRUGS_DEATHS,53
Guyana,GUY,DRUGS_DEATHS,27
Haiti,HTI,DRUGS_DEATHS,570
Honduras,HND,DRUGS_DEATHS,1386
Hungary,HUN,DRUGS_DEATHS,1022
Iceland,ISL,DRUGS_DEATHS,201
India,IND,DRUGS_DEATHS,127957
Indonesia,IDN,DRUGS_DEATHS,9856
Iran,IRN,DRUGS_DEATHS,62163
Iraq,IRQ,DRUGS_DEATHS,9380
Ireland,IRL,DRUGS_DEATHS,3391
Israel,ISR,DRUGS_DEATHS,1188
Italy,ITA,DRUGS_DEATHS,11573
Jamaica,JAM,DRUGS_DEATHS,99
Japan,JPN,DRUGS_DEATHS,9045
Jordan,JOR,DRUGS_DEATHS,197
Kazakhstan,KAZ,DRUGS_DEATHS,12129
Kenya,KEN,DRUGS_DEATHS,1259
Kiribati,KIR,DRUGS_DEATHS,20
Kuwait,KWT,DRUGS_DEATHS,280
Kyrgyzstan,KGZ,DRUGS_DEATHS,1549
Laos,LAO,DRUGS_DEATHS,280
Latvia,LVA,DRUGS_DEATHS,1120
Lebanon,LBN,DRUGS_DEATHS,1517
Lesotho,LSO,DRUGS_DEATHS,115
Liberia,LBR,DRUGS_DEATHS,90
Libya,LBY,DRUGS_DEATHS,2700
Lithuania,LTU,DRUGS_DEATHS,2015
Luxembourg,LUX,DRUGS_DEATHS,302
Madagascar,MDG,DRUGS_DEATHS,654
Malawi,MWI,DRUGS_DEATHS,548
Malaysia,MYS,DRUGS_DEATHS,1855
Maldives,MDV,DRUGS_DEATHS,26
Mali,MLI,DRUGS_DEATHS,239
Malta,MLT,DRUGS_DEATHS,134
"Marshall Islands",MHL,DRUGS_DEATHS,0
Mauritania,MRT,DRUGS_DEATHS,75
Mauritius,MUS,DRUGS_DEATHS,239
Mexico,MEX,DRUGS_DEATHS,9582
Micronesiacountry,FSM,DRUGS_DEATHS,20
Moldova,MDA,DRUGS_DEATHS,636
Monaco,MCO,DRUGS_DEATHS,0
Mongolia,MNG,DRUGS_DEATHS,309
Montenegro,MNE,DRUGS_DEATHS,21
Morocco,MAR,DRUGS_DEATHS,6104
Mozambique,MOZ,DRUGS_DEATHS,1564
Myanmar,MMR,DRUGS_DEATHS,3772
Namibia,NAM,DRUGS_DEATHS,100
Nauru,NRU,DRUGS_DEATHS,0
Nepal,NPL,DRUGS_DEATHS,505
Netherlands,NLD,DRUGS_DEATHS,2855
"New Zealand",NZL,DRUGS_DEATHS,1072
Nicaragua,NIC,DRUGS_DEATHS,189
Niger,NER,DRUGS_DEATHS,183
Nigeria,NGA,DRUGS_DEATHS,3777
Niue,NIU,DRUGS_DEATHS,0
"North Korea",PRK,DRUGS_DEATHS,5496
"North Macedonia",MKD,DRUGS_DEATHS,244
"Northern Ireland",NIR,DRUGS_DEATHS,980
"Northern Mariana Islands",MNP,DRUGS_DEATHS,0
Norway,NOR,DRUGS_DEATHS,5738
Oman,OMN,DRUGS_DEATHS,225
Pakistan,PAK,DRUGS_DEATHS,14558
Palau,PLW,DRUGS_DEATHS,0
Palestine,PSE,DRUGS_DEATHS,86
Panama,PAN,DRUGS_DEATHS,272
"Papua New Guinea",PNG,DRUGS_DEATHS,339
Paraguay,PRY,DRUGS_DEATHS,178
Peru,PER,DRUGS_DEATHS,3083
Philippines,PHL,DRUGS_DEATHS,4632
Poland,POL,DRUGS_DEATHS,3745
Portugal,PRT,DRUGS_DEATHS,947
"Puerto Rico",PRI,DRUGS_DEATHS,3085
Qatar,QAT,DRUGS_DEATHS,84
Romania,ROU,DRUGS_DEATHS,3578
Russia,RUS,DRUGS_DEATHS,188637
Rwanda,RWA,DRUGS_DEATHS,252
"Saint Kitts and Nevis",KNA,DRUGS_DEATHS,0
"Saint Lucia",LCA,DRUGS_DEATHS,20
"Saint Vincent and the Grenadines",VCT,DRUGS_DEATHS,0
Samoa,WSM,DRUGS_DEATHS,20
"San Marino",SMR,DRUGS_DEATHS,0
"Sao Tome and Principe",STP,DRUGS_DEATHS,10
"Saudi Arabia",SAU,DRUGS_DEATHS,2622
Scotland,SCT,DRUGS_DEATHS,7536
Senegal,SEN,DRUGS_DEATHS,281
Serbia,SRB,DRUGS_DEATHS,1258
Seychelles,SYC,DRUGS_DEATHS,20
"Sierra Leone",SLE,DRUGS_DEATHS,131
Singapore,SGP,DRUGS_DEATHS,214
Slovakia,SVK,DRUGS_DEATHS,492
Slovenia,SVN,DRUGS_DEATHS,500
"Solomon Islands",SLB,DRUGS_DEATHS,61
Somalia,SOM,DRUGS_DEATHS,297
"South Africa",ZAF,DRUGS_DEATHS,4354
"South Korea",KOR,DRUGS_DEATHS,2331
"South Sudan",SSD,DRUGS_DEATHS,163
Spain,ESP,DRUGS_DEATHS,15097
"Sri Lanka",LKA,DRUGS_DEATHS,2907
Sudan,SDN,DRUGS_DEATHS,5189
Suriname,SUR,DRUGS_DEATHS,58
Sweden,SWE,DRUGS_DEATHS,6315
Switzerland,CHE,DRUGS_DEATHS,4247
Syria,SYR,DRUGS_DEATHS,2496
Taiwan,TWN,DRUGS_DEATHS,6438
Tajikistan,TJK,DRUGS_DEATHS,391
Tanzania,TZA,DRUGS_DEATHS,2361
Thailand,THA,DRUGS_DEATHS,8481
Togo,TGO,DRUGS_DEATHS,226
Tokelau,TKL,DRUGS_DEATHS,0
Tonga,TON,DRUGS_DEATHS,0
"Trinidad and Tobago",TTO,DRUGS_DEATHS,152
Tunisia,TUN,DRUGS_DEATHS,2416
Turkey,TUR,DRUGS_DEATHS,4032
Turkmenistan,TKM,DRUGS_DEATHS,945
Tuvalu,TUV,DRUGS_DEATHS,0
Uganda,UGA,DRUGS_DEATHS,629
Ukraine,UKR,DRUGS_DEATHS,29701
"United Arab Emirates",ARE,DRUGS_DEATHS,9441
"United Kingdom",GBR,DRUGS_DEATHS,47674
"United States",USA,DRUGS_DEATHS,715206
"United States Virgin Islands",VIR,DRUGS_DEATHS,44
Uruguay,URY,DRUGS_DEATHS,230
Uzbekistan,UZB,DRUGS_DEATHS,2979
Vanuatu,VUT,DRUGS_DEATHS,20
Venezuela,VEN,DRUGS_DEATHS,1375
Vietnam,VNM,DRUGS_DEATHS,15553
Wales,WLS,DRUGS_DEATHS,2613
Yemen,YEM,DRUGS_DEATHS,3155
Zambia,ZMB,DRUGS_DEATHS,758
Zimbabwe,ZWE,DRUGS_DEATHS,1765
Afghanistan,AFG,TUBERCULOSIS_DEATHS,93318
Albania,ALB,TUBERCULOSIS_DEATHS,263
Algeria,DZA,TUBERCULOSIS_DEATHS,10276
"American Samoa",ASM,TUBERCULOSIS_DEATHS,20
Andorra,AND,TUBERCULOSIS_DEATHS,0
Angola,AGO,TUBERCULOSIS_DEATHS,311078
"Antigua and Barbuda",ATG,TUBERCULOSIS_DEATHS,1
Argentina,ARG,TUBERCULOSIS_DEATHS,16507
Armenia,ARM,TUBERCULOSIS_DEATHS,2496
Australia,AUS,TUBERCULOSIS_DEATHS,1632
Austria,AUT,TUBERCULOSIS_DEATHS,1099
Azerbaijan,AZE,TUBERCULOSIS_DEATHS,18191
Bahamas,BHS,TUBERCULOSIS_DEATHS,140
Bahrain,BHR,TUBERCULOSIS_DEATHS,230
Bangladesh,BGD,TUBERCULOSIS_DEATHS,792880
Barbados,BRB,TUBERCULOSIS_DEATHS,40
Belarus,BLR,TUBERCULOSIS_DEATHS,12036
Belgium,BEL,TUBERCULOSIS_DEATHS,2190
Belize,BLZ,TUBERCULOSIS_DEATHS,272
Benin,BEN,TUBERCULOSIS_DEATHS,52808
Bermuda,BMU,TUBERCULOSIS_DEATHS,0
Bhutan,BTN,TUBERCULOSIS_DEATHS,2950
Bolivia,BOL,TUBERCULOSIS_DEATHS,41339
"Bosnia and Herzegovina",BIH,TUBERCULOSIS_DEATHS,3349
Botswana,BWA,TUBERCULOSIS_DEATHS,20552
Brazil,BRA,TUBERCULOSIS_DEATHS,131708
Brunei,BRN,TUBERCULOSIS_DEATHS,342
Bulgaria,BGR,TUBERCULOSIS_DEATHS,3922
"Burkina Faso",BFA,TUBERCULOSIS_DEATHS,125621
Burundi,BDI,TUBERCULOSIS_DEATHS,163008
Cambodia,KHM,TUBERCULOSIS_DEATHS,158358
Cameroon,CMR,TUBERCULOSIS_DEATHS,146065
Canada,CAN,TUBERCULOSIS_DEATHS,2768
"Cape Verde",CPV,TUBERCULOSIS_DEATHS,1473
"Central African Republic",CAF,TUBERCULOSIS_DEATHS,163467
Chad,TCD,TUBERCULOSIS_DEATHS,142376
Chile,CHL,TUBERCULOSIS_DEATHS,10601
China,CHN,TUBERCULOSIS_DEATHS,1289386
Colombia,COL,TUBERCULOSIS_DEATHS,20757
Comoros,COM,TUBERCULOSIS_DEATHS,6831
Congo,COG,TUBERCULOSIS_DEATHS,43758
"Cook Islands",COK,TUBERCULOSIS_DEATHS,0
"Costa Rica",CRI,TUBERCULOSIS_DEATHS,1103
"Cote dIvoire",CIV,TUBERCULOSIS_DEATHS,162425
Croatia,HRV,TUBERCULOSIS_DEATHS,2025
Cuba,CUB,TUBERCULOSIS_DEATHS,911
Cyprus,CYP,TUBERCULOSIS_DEATHS,96
Czechia,CZE,TUBERCULOSIS_DEATHS,1364
"Democratic Republic of Congo",COD,TUBERCULOSIS_DEATHS,1091316
Denmark,DNK,TUBERCULOSIS_DEATHS,711
Djibouti,DJI,TUBERCULOSIS_DEATHS,9132
Dominica,DMA,TUBERCULOSIS_DEATHS,64
"Dominican Republic",DOM,TUBERCULOSIS_DEATHS,14303
"East Timor",TLS,TUBERCULOSIS_DEATHS,6001
Ecuador,ECU,TUBERCULOSIS_DEATHS,19363
Egypt,EGY,TUBERCULOSIS_DEATHS,21202
"El Salvador",SLV,TUBERCULOSIS_DEATHS,2078
England,ENG,TUBERCULOSIS_DEATHS,7107
"Equatorial Guinea",GNQ,TUBERCULOSIS_DEATHS,4995
Eritrea,ERI,TUBERCULOSIS_DEATHS,97697
Estonia,EST,TUBERCULOSIS_DEATHS,1092
Eswatini,SWZ,TUBERCULOSIS_DEATHS,18063
Ethiopia,ETH,TUBERCULOSIS_DEATHS,938639
Fiji,FJI,TUBERCULOSIS_DEATHS,864
Finland,FIN,TUBERCULOSIS_DEATHS,1478
France,FRA,TUBERCULOSIS_DEATHS,26457
Gabon,GAB,TUBERCULOSIS_DEATHS,12154
Gambia,GMB,TUBERCULOSIS_DEATHS,13526
Georgia,GEO,TUBERCULOSIS_DEATHS,5013
Germany,DEU,TUBERCULOSIS_DEATHS,10461
Ghana,GHA,TUBERCULOSIS_DEATHS,222412
Greece,GRC,TUBERCULOSIS_DEATHS,2873
Greenland,GRL,TUBERCULOSIS_DEATHS,64
Grenada,GRD,TUBERCULOSIS_DEATHS,20
Guam,GUM,TUBERCULOSIS_DEATHS,73
Guatemala,GTM,TUBERCULOSIS_DEATHS,9950
Guinea,GIN,TUBERCULOSIS_DEATHS,94808
GuineaBissau,GNB,TUBERCULOSIS_DEATHS,16459
Guyana,GUY,TUBERCULOSIS_DEATHS,1581
Haiti,HTI,TUBERCULOSIS_DEATHS,27817
Honduras,HND,TUBERCULOSIS_DEATHS,10259
Hungary,HUN,TUBERCULOSIS_DEATHS,2463
Iceland,ISL,TUBERCULOSIS_DEATHS,36
India,IND,TUBERCULOSIS_DEATHS,9701602
Indonesia,IDN,TUBERCULOSIS_DEATHS,1994640
Iran,IRN,TUBERCULOSIS_DEATHS,17522
Iraq,IRQ,TUBERCULOSIS_DEATHS,25172
Ireland,IRL,TUBERCULOSIS_DEATHS,701
Israel,ISR,TUBERCULOSIS_DEATHS,738
Italy,ITA,TUBERCULOSIS_DEATHS,9338
Jamaica,JAM,TUBERCULOSIS_DEATHS,240
Japan,JPN,TUBERCULOSIS_DEATHS,82317
Jordan,JOR,TUBERCULOSIS_DEATHS,603
Kazakhstan,KAZ,TUBERCULOSIS_DEATHS,47518
Kenya,KEN,TUBERCULOSIS_DEATHS,336987
Kiribati,KIR,TUBERCULOSIS_DEATHS,1395
Kuwait,KWT,TUBERCULOSIS_DEATHS,592
Kyrgyzstan,KGZ,TUBERCULOSIS_DEATHS,13393
Laos,LAO,TUBERCULOSIS_DEATHS,63287
Latvia,LVA,TUBERCULOSIS_DEATHS,2101
Lebanon,LBN,TUBERCULOSIS_DEATHS,945
Lesotho,LSO,TUBERCULOSIS_DEATHS,56847
Liberia,LBR,TUBERCULOSIS_DEATHS,22738
Libya,LBY,TUBERCULOSIS_DEATHS,1331
Lithuania,LTU,TUBERCULOSIS_DEATHS,5485
Luxembourg,LUX,TUBERCULOSIS_DEATHS,43
Madagascar,MDG,TUBERCULOSIS_DEATHS,228474
Malawi,MWI,TUBERCULOSIS_DEATHS,171370
Malaysia,MYS,TUBERCULOSIS_DEATHS,40849
Maldives,MDV,TUBERCULOSIS_DEATHS,343
Mali,MLI,TUBERCULOSIS_DEATHS,113783
Malta,MLT,TUBERCULOSIS_DEATHS,23
"Marshall Islands",MHL,TUBERCULOSIS_DEATHS,173
Mauritania,MRT,TUBERCULOSIS_DEATHS,12179
Mauritius,MUS,TUBERCULOSIS_DEATHS,283
Mexico,MEX,TUBERCULOSIS_DEATHS,56786
Micronesiacountry,FSM,TUBERCULOSIS_DEATHS,274
Moldova,MDA,TUBERCULOSIS_DEATHS,7677
Monaco,MCO,TUBERCULOSIS_DEATHS,20
Mongolia,MNG,TUBERCULOSIS_DEATHS,9118
Montenegro,MNE,TUBERCULOSIS_DEATHS,118
Morocco,MAR,TUBERCULOSIS_DEATHS,101658
Mozambique,MOZ,TUBERCULOSIS_DEATHS,415674
Myanmar,MMR,TUBERCULOSIS_DEATHS,489445
Namibia,NAM,TUBERCULOSIS_DEATHS,23236
Nauru,NRU,TUBERCULOSIS_DEATHS,20
Nepal,NPL,TUBERCULOSIS_DEATHS,169999
Netherlands,NLD,TUBERCULOSIS_DEATHS,2375
"New Zealand",NZL,TUBERCULOSIS_DEATHS,373
Nicaragua,NIC,TUBERCULOSIS_DEATHS,3649
Niger,NER,TUBERCULOSIS_DEATHS,111914
Nigeria,NGA,TUBERCULOSIS_DEATHS,1112861
Niue,NIU,TUBERCULOSIS_DEATHS,0
"North Korea",PRK,TUBERCULOSIS_DEATHS,73906
"North Macedonia",MKD,TUBERCULOSIS_DEATHS,1203
"Northern Ireland",NIR,TUBERCULOSIS_DEATHS,235
"Northern Mariana Islands",MNP,TUBERCULOSIS_DEATHS,24
Norway,NOR,TUBERCULOSIS_DEATHS,1021
Oman,OMN,TUBERCULOSIS_DEATHS,442
Pakistan,PAK,TUBERCULOSIS_DEATHS,1494230
Palau,PLW,TUBERCULOSIS_DEATHS,20
Palestine,PSE,TUBERCULOSIS_DEATHS,563
Panama,PAN,TUBERCULOSIS_DEATHS,4056
"Papua New Guinea",PNG,TUBERCULOSIS_DEATHS,29010
Paraguay,PRY,TUBERCULOSIS_DEATHS,4852
Peru,PER,TUBERCULOSIS_DEATHS,50385
Philippines,PHL,TUBERCULOSIS_DEATHS,575270
Poland,POL,TUBERCULOSIS_DEATHS,16182
Portugal,PRT,TUBERCULOSIS_DEATHS,5859
"Puerto Rico",PRI,TUBERCULOSIS_DEATHS,523
Qatar,QAT,TUBERCULOSIS_DEATHS,149
Romania,ROU,TUBERCULOSIS_DEATHS,31384
Russia,RUS,TUBERCULOSIS_DEATHS,359711
Rwanda,RWA,TUBERCULOSIS_DEATHS,107825
"Saint Kitts and Nevis",KNA,TUBERCULOSIS_DEATHS,20
"Saint Lucia",LCA,TUBERCULOSIS_DEATHS,89
"Saint Vincent and the Grenadines",VCT,TUBERCULOSIS_DEATHS,57
Samoa,WSM,TUBERCULOSIS_DEATHS,281
"San Marino",SMR,TUBERCULOSIS_DEATHS,0
"Sao Tome and Principe",STP,TUBERCULOSIS_DEATHS,479
"Saudi Arabia",SAU,TUBERCULOSIS_DEATHS,31022
Scotland,SCT,TUBERCULOSIS_DEATHS,884
Senegal,SEN,TUBERCULOSIS_DEATHS,78744
Serbia,SRB,TUBERCULOSIS_DEATHS,4558
Seychelles,SYC,TUBERCULOSIS_DEATHS,88
"Sierra Leone",SLE,TUBERCULOSIS_DEATHS,56755
Singapore,SGP,TUBERCULOSIS_DEATHS,1382
Slovakia,SVK,TUBERCULOSIS_DEATHS,919
Slovenia,SVN,TUBERCULOSIS_DEATHS,360
"Solomon Islands",SLB,TUBERCULOSIS_DEATHS,926
Somalia,SOM,TUBERCULOSIS_DEATHS,346069
"South Africa",ZAF,TUBERCULOSIS_DEATHS,579902
"South Korea",KOR,TUBERCULOSIS_DEATHS,68920
"South Sudan",SSD,TUBERCULOSIS_DEATHS,92497
Spain,ESP,TUBERCULOSIS_DEATHS,9960
"Sri Lanka",LKA,TUBERCULOSIS_DEATHS,24236
Sudan,SDN,TUBERCULOSIS_DEATHS,31987
Suriname,SUR,TUBERCULOSIS_DEATHS,212
Sweden,SWE,TUBERCULOSIS_DEATHS,2198
Switzerland,CHE,TUBERCULOSIS_DEATHS,910
Syria,SYR,TUBERCULOSIS_DEATHS,1917
Taiwan,TWN,TUBERCULOSIS_DEATHS,22322
Tajikistan,TJK,TUBERCULOSIS_DEATHS,16000
Tanzania,TZA,TUBERCULOSIS_DEATHS,425511
Thailand,THA,TUBERCULOSIS_DEATHS,169460
Togo,TGO,TUBERCULOSIS_DEATHS,43896
Tokelau,TKL,TUBERCULOSIS_DEATHS,0
Tonga,TON,TUBERCULOSIS_DEATHS,112
"Trinidad and Tobago",TTO,TUBERCULOSIS_DEATHS,433
Tunisia,TUN,TUBERCULOSIS_DEATHS,2747
Turkey,TUR,TUBERCULOSIS_DEATHS,26529
Turkmenistan,TKM,TUBERCULOSIS_DEATHS,11712
Tuvalu,TUV,TUBERCULOSIS_DEATHS,24
Uganda,UGA,TUBERCULOSIS_DEATHS,320861
Ukraine,UKR,TUBERCULOSIS_DEATHS,104373
"United Arab Emirates",ARE,TUBERCULOSIS_DEATHS,1624
"United Kingdom",GBR,TUBERCULOSIS_DEATHS,8692
"United States",USA,TUBERCULOSIS_DEATHS,19760
"United States Virgin Islands",VIR,TUBERCULOSIS_DEATHS,20
Uruguay,URY,TUBERCULOSIS_DEATHS,1302
Uzbekistan,UZB,TUBERCULOSIS_DEATHS,68758
Vanuatu,VUT,TUBERCULOSIS_DEATHS,740
Venezuela,VEN,TUBERCULOSIS_DEATHS,14432
Vietnam,VNM,TUBERCULOSIS_DEATHS,452843
Wales,WLS,TUBERCULOSIS_DEATHS,466
Yemen,YEM,TUBERCULOSIS_DEATHS,19258
Zambia,ZMB,TUBERCULOSIS_DEATHS,176888
Zimbabwe,ZWE,TUBERCULOSIS_DEATHS,219023
Afghanistan,AFG,CARDIOVASCULAR_DEATHS,1113380
Albania,ALB,CARDIOVASCULAR_DEATHS,202485
Algeria,DZA,CARDIOVASCULAR_DEATHS,1532743
"American Samoa",ASM,CARDIOVASCULAR_DEATHS,2087
Andorra,AND,CARDIOVASCULAR_DEATHS,2702
Angola,AGO,CARDIOVASCULAR_DEATHS,390386
"Antigua and Barbuda",ATG,CARDIOVASCULAR_DEATHS,3505
Argentina,ARG,CARDIOVASCULAR_DEATHS,1875466
Armenia,ARM,CARDIOVASCULAR_DEATHS,265200
Australia,AUS,CARDIOVASCULAR_DEATHS,934441
Austria,AUT,CARDIOVASCULAR_DEATHS,643685
Azerbaijan,AZE,CARDIOVASCULAR_DEATHS,751804
Bahamas,BHS,CARDIOVASCULAR_DEATHS,13371
Bahrain,BHR,CARDIOVASCULAR_DEATHS,18026
Bangladesh,BGD,CARDIOVASCULAR_DEATHS,4754969
Barbados,BRB,CARDIOVASCULAR_DEATHS,15095
Belarus,BLR,CARDIOVASCULAR_DEATHS,1597402
Belgium,BEL,CARDIOVASCULAR_DEATHS,659561
Belize,BLZ,CARDIOVASCULAR_DEATHS,6938
Benin,BEN,CARDIOVASCULAR_DEATHS,181463
Bermuda,BMU,CARDIOVASCULAR_DEATHS,3476
Bhutan,BTN,CARDIOVASCULAR_DEATHS,19443
Bolivia,BOL,CARDIOVASCULAR_DEATHS,247334
"Bosnia and Herzegovina",BIH,CARDIOVASCULAR_DEATHS,346368
Botswana,BWA,CARDIOVASCULAR_DEATHS,59897
Brazil,BRA,CARDIOVASCULAR_DEATHS,6777449
Brunei,BRN,CARDIOVASCULAR_DEATHS,7841
Bulgaria,BGR,CARDIOVASCULAR_DEATHS,1603958
"Burkina Faso",BFA,CARDIOVASCULAR_DEATHS,339274
Burundi,BDI,CARDIOVASCULAR_DEATHS,175423
Cambodia,KHM,CARDIOVASCULAR_DEATHS,456388
Cameroon,CMR,CARDIOVASCULAR_DEATHS,423583
Canada,CAN,CARDIOVASCULAR_DEATHS,1448073
"Cape Verde",CPV,CARDIOVASCULAR_DEATHS,15298
"Central African Republic",CAF,CARDIOVASCULAR_DEATHS,119644
Chad,TCD,CARDIOVASCULAR_DEATHS,226440
Chile,CHL,CARDIOVASCULAR_DEATHS,505345
China,CHN,CARDIOVASCULAR_DEATHS,74891704
Colombia,COL,CARDIOVASCULAR_DEATHS,1169714
Comoros,COM,CARDIOVASCULAR_DEATHS,18526
Congo,COG,CARDIOVASCULAR_DEATHS,112044
"Cook Islands",COK,CARDIOVASCULAR_DEATHS,970
"Costa Rica",CRI,CARDIOVASCULAR_DEATHS,101705
"Cote dIvoire",CIV,CARDIOVASCULAR_DEATHS,381394
Croatia,HRV,CARDIOVASCULAR_DEATHS,490875
Cuba,CUB,CARDIOVASCULAR_DEATHS,684563
Cyprus,CYP,CARDIOVASCULAR_DEATHS,55598
Czechia,CZE,CARDIOVASCULAR_DEATHS,1024033
"Democratic Republic of Congo",COD,CARDIOVASCULAR_DEATHS,1467716
Denmark,DNK,CARDIOVASCULAR_DEATHS,329853
Djibouti,DJI,CARDIOVASCULAR_DEATHS,16649
Dominica,DMA,CARDIOVASCULAR_DEATHS,4765
"Dominican Republic",DOM,CARDIOVASCULAR_DEATHS,406543
"East Timor",TLS,CARDIOVASCULAR_DEATHS,32424
Ecuador,ECU,CARDIOVASCULAR_DEATHS,334734
Egypt,EGY,CARDIOVASCULAR_DEATHS,4367395
"El Salvador",SLV,CARDIOVASCULAR_DEATHS,157153
England,ENG,CARDIOVASCULAR_DEATHS,3197049
"Equatorial Guinea",GNQ,CARDIOVASCULAR_DEATHS,14610
Eritrea,ERI,CARDIOVASCULAR_DEATHS,102068
Estonia,EST,CARDIOVASCULAR_DEATHS,170793
Eswatini,SWZ,CARDIOVASCULAR_DEATHS,28505
Ethiopia,ETH,CARDIOVASCULAR_DEATHS,1300469
Fiji,FJI,CARDIOVASCULAR_DEATHS,44852
Finland,FIN,CARDIOVASCULAR_DEATHS,459866
France,FRA,CARDIOVASCULAR_DEATHS,3065156
Gabon,GAB,CARDIOVASCULAR_DEATHS,45327
Gambia,GMB,CARDIOVASCULAR_DEATHS,38047
Georgia,GEO,CARDIOVASCULAR_DEATHS,666267
Germany,DEU,CARDIOVASCULAR_DEATHS,6717282
Ghana,GHA,CARDIOVASCULAR_DEATHS,614563
Greece,GRC,CARDIOVASCULAR_DEATHS,976350
Greenland,GRL,CARDIOVASCULAR_DEATHS,2249
Grenada,GRD,CARDIOVASCULAR_DEATHS,4788
Guam,GUM,CARDIOVASCULAR_DEATHS,7018
Guatemala,GTM,CARDIOVASCULAR_DEATHS,223820
Guinea,GIN,CARDIOVASCULAR_DEATHS,268010
GuineaBissau,GNB,CARDIOVASCULAR_DEATHS,38080
Guyana,GUY,CARDIOVASCULAR_DEATHS,42635
Haiti,HTI,CARDIOVASCULAR_DEATHS,434158
Honduras,HND,CARDIOVASCULAR_DEATHS,214760
Hungary,HUN,CARDIOVASCULAR_DEATHS,1235072
Iceland,ISL,CARDIOVASCULAR_DEATHS,13753
India,IND,CARDIOVASCULAR_DEATHS,39482825
Indonesia,IDN,CARDIOVASCULAR_DEATHS,10396361
Iran,IRN,CARDIOVASCULAR_DEATHS,2863028
Iraq,IRQ,CARDIOVASCULAR_DEATHS,1222599
Ireland,IRL,CARDIOVASCULAR_DEATHS,200287
Israel,ISR,CARDIOVASCULAR_DEATHS,221909
Italy,ITA,CARDIOVASCULAR_DEATHS,4346468
Jamaica,JAM,CARDIOVASCULAR_DEATHS,105503
Japan,JPN,CARDIOVASCULAR_DEATHS,6362348
Jordan,JOR,CARDIOVASCULAR_DEATHS,148742
Kazakhstan,KAZ,CARDIOVASCULAR_DEATHS,1504622
Kenya,KEN,CARDIOVASCULAR_DEATHS,621116
Kiribati,KIR,CARDIOVASCULAR_DEATHS,5946
Kuwait,KWT,CARDIOVASCULAR_DEATHS,56958
Kyrgyzstan,KGZ,CARDIOVASCULAR_DEATHS,365615
Laos,LAO,CARDIOVASCULAR_DEATHS,225664
Latvia,LVA,CARDIOVASCULAR_DEATHS,342355
Lebanon,LBN,CARDIOVASCULAR_DEATHS,269794
Lesotho,LSO,CARDIOVASCULAR_DEATHS,77799
Liberia,LBR,CARDIOVASCULAR_DEATHS,74097
Libya,LBY,CARDIOVASCULAR_DEATHS,178280
Lithuania,LTU,CARDIOVASCULAR_DEATHS,436621
Luxembourg,LUX,CARDIOVASCULAR_DEATHS,26038
Madagascar,MDG,CARDIOVASCULAR_DEATHS,560299
Malawi,MWI,CARDIOVASCULAR_DEATHS,263407
Malaysia,MYS,CARDIOVASCULAR_DEATHS,880269
Maldives,MDV,CARDIOVASCULAR_DEATHS,7977
Mali,MLI,CARDIOVASCULAR_DEATHS,308698
Malta,MLT,CARDIOVASCULAR_DEATHS,26786
"Marshall Islands",MHL,CARDIOVASCULAR_DEATHS,2554
